Property_ID,Included_SPF_analysis,Excluded_SPF_analysis_reason,Whole_dataset_start,Whole_dataset_end,Whole_dataset_duration_days,Cleansed_dataset_start,Cleansed_dataset_end,Cleansed_dataset_duration_days,Selected_window_start,Selected_window_end,Max_quality_score_selected_window,Mean_quality_score_selected_window,SPFH2_selected_window,SPFH3_selected_window,SPFH4_selected_window,Whole_System_Energy_Consumed_selected_window,HP_Energy_Output_selected_window,IH_Energy_Consumed_selected_window,BUH_Energy_Consumed_selected_window,CP_Energy_Consumed_selected_window,Boiler_Energy_Output_selected_window,Difference_SPFH2_SCOP,Proportional_difference_SPFH2_SCOP,Ratio_SPFH2_SCOP,Mean_annual_SH_flow_temp_selected_window,Mean_annual_HW_flow_temp_selected_window,Mean_annual_Return_temp_selected_window,Winter_mean_SH_flow_temp_selected_window,Winter_mean_return_temp_selected_window,Max_SH_flow_temp_selected_window,Flow_>65C_flag_selected_window,Proportion_flow_>65C_selected_window,Temp_cleaning_outcome,SW_proportion_complete_Whole_System_Energy_Consumed,SW_proportion_complete_HP_Energy_Output,SW_proportion_complete_IH_Energy_Consumed,SW_proportion_complete_BUH_Energy_Consumed,SW_proportion_complete_CP_Energy_Consumed,SW_proportion_complete_Boiler_Energy_Output,Acceptable_windows_count,Acceptable_windows_SPFH2_mean,Acceptable_windows_SPFH2_std,Acceptable_windows_SPFH2_median,Acceptable_windows_SPFH3_mean,Acceptable_windows_SPFH3_std,Acceptable_windows_SPFH3_median,Acceptable_windows_SPFH4_mean,Acceptable_windows_SPFH4_std,Acceptable_windows_SPFH4_median,Included_coldest_day_analysis,Coldest_day_start,Coldest_day_COPH4,Coldest_day_External_Air_Temp_mean,Coldest_day_External_Air_Temp_max,Coldest_day_External_Air_Temp_min,Coldest_day_Internal_Air_Temp_mean,Coldest_day_Internal_Air_Temp_max,Coldest_day_Internal_Air_Temp_min,Coldest_day_Whole_System_Energy_Consumed,Coldest_day_HP_Energy_Output,Coldest_day_IH_Energy_Consumed,Coldest_day_BUH_Energy_Consumed,Coldest_day_CP_Energy_Consumed,Coldest_day_Boiler_Energy_Output,CD_proportion_complete_Whole_System_Energy_Consumed,CD_proportion_complete_HP_Energy_Output,CD_proportion_complete_IH_Energy_Consumed,CD_proportion_complete_BUH_Energy_Consumed,CD_proportion_complete_CP_Energy_Consumed,CD_proportion_complete_Boiler_Energy_Output
EOH2450,TRUE,,28/07/2021 13:00,19/09/2023 11:28,782.94,28/07/2021 13:02,19/09/2023 11:26,782.93,14/08/2021,14/08/2022,2,0.009,2.919,2.919,2.892,7120.98,20595.16,0,0,66.53,,-0.931,-24.17,1.32,44.69,47.29,40.16,47.36,42.94,72.87,TRUE,0.00156,cleaned,0.99,0.99,,,0.99,,259,2.937,0.083,2.923,2.937,0.083,2.923,2.91,0.081,2.896,TRUE,13/12/2022 00:00,2.516,-5.52,-2.97,-7.94,,,,61.73,155.28,0,0,0.55,,1,1,,,1,
EOH2453,FALSE,Less than 1yr data available,20/07/2021 15:26,19/07/2022 23:58,364.36,20/07/2021 15:26,19/07/2022 23:56,364.35,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,28/11/2021 00:00,2.934,0.35,3.2,-2.78,16.81,19.01,14.65,21.85,64.1,0,0,0,,1,1,1,,1,
EOH2466,TRUE,,15/09/2021 11:20,29/09/2023 00:00,743.53,15/09/2021 11:22,28/09/2023 23:58,743.53,31/07/2022,31/07/2023,2,0,3.2,3.2,3.156,6336.98,19998.49,0,0,87.27,,-0.72,-18.37,1.23,36.85,38.69,31.19,38.82,32.61,75.79,TRUE,0.00025,cleaned,0.999,0.999,,,0.999,,374,3.103,0.13,3.198,3.103,0.13,3.198,3.063,0.124,3.154,TRUE,12/12/2022 00:00,2.422,-3.87,-0.32,-5.95,18.22,19.7,16.02,73.29,177.53,0,0,0.67,,1,1,,,1,
EOH2468,TRUE,,28/05/2021 07:38,28/09/2023 23:58,853.68,28/05/2021 07:40,28/09/2023 23:56,853.68,19/08/2022,19/08/2023,2,0.021,2.55,2.441,2.342,3845.97,8747.43,259.29,0,156.6,,-0.89,-25.87,1.35,35.22,37.79,31.26,36.89,33.01,54.76,FALSE,0,cleaned,0.98,0.98,0.98,,0.98,,308,2.535,0.009,2.536,2.448,0.017,2.445,2.35,0.019,2.345,TRUE,13/12/2022 00:00,1.85,-5.52,-2.97,-7.94,17.98,18.68,17.26,32.9,52.68,8.21,0,1.13,,1,1,1,,1,
EOH2481,FALSE,Less than 1yr data available,27/04/2021 11:16,31/03/2022 23:58,338.53,27/04/2021 11:16,31/03/2022 23:56,338.53,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,04/01/2022 00:00,1.971,-0.99,0.59,-3.3,19.47,20.49,18.33,26.09,48.8,2.62,0,0.92,,1,1,1,,1,
EOH2483,TRUE,,30/07/2021 18:22,28/09/2023 23:58,790.23,30/07/2021 18:22,28/09/2023 23:56,790.23,09/11/2021,09/11/2022,1,0.001,3.955,3.881,3.881,3760.56,14500.72,93.85,0,0,,0.295,8.05,0.93,29.69,30.55,26.87,30.2,27.42,60.38,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,411,3.973,0.027,3.972,3.899,0.025,3.901,3.899,0.025,3.901,TRUE,13/12/2022 00:00,2.608,-7.3,-5.2,-10.29,17.83,19.03,17.4,57.43,149.78,0,0,0,,1,1,1,,1,
EOH2484,TRUE,,22/12/2020 09:36,29/09/2023 00:00,1010.6,22/12/2020 09:38,28/09/2023 23:58,1010.6,20/01/2021,20/01/2022,3.1,0.006,3.256,3.122,2.742,2615.03,7034.75,136.37,0,318.05,,-0.324,-9.05,1.1,38.7,39.94,36.47,39.85,37.42,60.45,FALSE,0,cleaned,0.995,0.995,0.995,,0.995,,513,3.287,0.036,3.282,3.169,0.04,3.165,2.758,0.017,2.755,TRUE,11/02/2021 00:00,2.113,-7.07,-0.4,-11.9,21.52,22.31,20.56,25.09,53.01,0,0,1.88,,1,1,1,,1,
EOH2488,TRUE,,24/06/2021 12:14,10/09/2023 10:34,807.93,24/06/2021 12:16,10/09/2023 10:32,807.93,05/10/2021,05/10/2022,3,0.199,3.136,3.136,3.081,5719.21,17620.58,0,0,101.04,,-1.074,-25.5,1.34,41.32,42.89,38.53,42.92,39.72,66.89,TRUE,0.0002,cleaned,0.932,0.932,,,0.932,,389,3.068,0.076,3.025,3.068,0.076,3.025,3.009,0.077,2.965,TRUE,13/12/2022 00:00,1.865,-5.52,-2.97,-7.94,,,,71.14,132.71,0,0,0.54,,1,1,,,1,
EOH2497,TRUE,,29/06/2021 14:08,28/09/2023 23:58,821.41,29/06/2021 14:10,28/09/2023 23:56,821.41,22/07/2022,22/07/2023,0,0,3.073,3.073,2.93,3285.95,9627.78,0,0,153.06,,-0.317,-9.35,1.1,37.49,42.97,35.68,40.96,38.55,76.81,TRUE,0.00014,cleaned,1,1,,,1,,453,3.094,0.018,3.095,3.094,0.018,3.095,2.948,0.014,2.955,TRUE,12/12/2022 00:00,2.51,-3.87,-0.32,-5.95,16.97,17.93,13.37,29.32,73.59,0,0,0.87,,1,1,,,1,
EOH2499,FALSE,Less than 1yr usable data,30/03/2021 17:16,29/09/2023 00:00,912.28,30/03/2021 17:16,28/09/2023 23:58,912.28,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,15/12/2022 00:00,2.117,-3.75,-0.11,-6.6,18.03,19.69,16.27,29.79,63.07,0,0,0,,1,1,,,1,
EOH2504,TRUE,,22/02/2021 15:48,29/09/2023 00:00,948.34,22/02/2021 15:50,28/09/2023 23:58,948.34,16/10/2021,16/10/2022,2,0.165,2.64,2.586,2.586,2870.83,7329.07,94.51,0,0,,-0.68,-20.49,1.26,36.4,40.21,32.25,38.58,34.16,58.57,FALSE,0,cleaned,0.911,0.911,0.911,,0.911,,451,2.584,0.049,2.589,2.545,0.03,2.55,2.545,0.03,2.55,TRUE,15/12/2022 00:00,2.305,-2.21,1.79,-5.41,16.56,17.79,15.33,39.28,90.53,0,0,0,,1,1,1,,1,
EOH2505,FALSE,Less than 1yr data available,08/07/2021 16:12,31/03/2022 23:58,266.32,17/07/2021 00:00,31/03/2022 23:56,258,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,28/11/2021 00:00,3.089,1.46,4.2,-1.4,19.52,20.43,18.76,33.08,102.18,0,0,1.37,,1,1,1,,1,
EOH2508,TRUE,,24/06/2021 16:24,27/09/2023 08:10,824.66,24/06/2021 16:26,27/09/2023 08:08,824.65,29/09/2021,29/09/2022,1,0.001,2.76,2.718,2.639,4788.37,12524.85,110.89,0,139.75,,-0.81,-22.68,1.29,40.23,40.61,36.58,40.77,37.1,56.93,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,400,2.66,0.089,2.635,2.603,0.101,2.569,2.521,0.103,2.485,TRUE,08/03/2023 00:00,2.217,-1.89,2.66,-6.82,,,,27.55,59.85,1.22,0,0.91,,1,1,1,,1,
EOH2510,TRUE,,06/03/2021 18:30,28/09/2023 23:58,936.23,08/03/2021 00:00,28/09/2023 23:56,935,19/08/2022,19/08/2023,0,0,2.484,2.422,2.422,3585.09,8535.94,148.25,0,0,,-0.936,-27.38,1.38,32.28,34.21,30.87,33.7,31.92,57.4,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,565,2.447,0.033,2.437,2.384,0.035,2.377,2.384,0.035,2.377,TRUE,15/12/2022 00:00,2.124,-3.75,-0.11,-6.6,20.56,21.4,19.49,35.12,73.98,0.62,0,0,,1,1,1,,1,
EOH2512,TRUE,,27/07/2021 10:46,29/09/2023 00:00,793.55,27/07/2021 10:48,28/09/2023 23:58,793.55,05/06/2022,05/06/2023,0,0,3.311,3.311,3.218,3029.08,9747.35,0,0,85.3,0,-0.609,-15.53,1.18,39.37,39.37,36.01,36.17,33.01,76.84,TRUE,0.0428,cleaned,0.999,0.999,,,0.999,0.999,425,3.216,0.135,3.312,3.216,0.135,3.312,3.147,0.11,3.22,FALSE,13/12/2022 00:00,1.849,-6.42,-2.6,-8.37,18.6,20.72,17.43,8.24,15.24,0,0,0.78,0,1,1,,,1,1
EOH2516,TRUE,,24/11/2021 14:24,29/09/2023 00:00,673.4,24/11/2021 14:24,28/09/2023 23:58,673.4,28/11/2021,28/11/2022,2,0.007,3.206,3.151,3.102,2137.25,6577.14,52.53,0,33.38,,-0.604,-15.85,1.19,36.99,40.3,32,39.35,34.47,60.98,FALSE,0,cleaned,0.993,0.993,0.993,,0.993,,303,3.237,0.038,3.242,3.186,0.039,3.193,3.134,0.038,3.141,TRUE,13/12/2022 00:00,2.607,-7.92,-2.77,-11.6,14.95,16.34,12.79,25.73,67.07,0,0,0.43,,1,1,1,,1,
EOH2523,TRUE,,08/06/2021 11:00,28/09/2023 23:58,842.54,08/06/2021 11:02,28/09/2023 23:56,842.54,13/10/2021,13/10/2022,1,0.001,3.15,3.052,3.028,2968.29,8852.51,134.13,0,23.58,,-0.78,-19.85,1.25,43.51,44.1,40.33,44.54,41.23,58.93,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,473,3.171,0.023,3.173,3.079,0.028,3.078,3.053,0.027,3.052,TRUE,13/12/2022 00:00,2.272,-7.92,-2.77,-11.6,17.1,19.12,15.04,32.56,73.99,0,0,0.18,,1,1,1,,1,
EOH2524,TRUE,,30/07/2021 13:02,21/09/2023 11:06,782.92,30/07/2021 13:04,21/09/2023 11:04,782.92,17/10/2021,17/10/2022,2,0.002,2.854,2.854,2.824,5513.72,15571.52,0,0,58.56,,-0.996,-25.86,1.35,44.8,46.95,39.76,47.68,42.2,72.76,TRUE,0.00175,cleaned,0.998,0.998,,,0.998,,383,2.836,0.024,2.849,2.836,0.024,2.849,2.807,0.022,2.817,TRUE,13/12/2022 00:00,2.265,-5.52,-2.97,-7.94,,,,64.93,147.07,0,0,0.53,,1,1,,,1,
EOH2526,TRUE,,01/10/2021 11:46,29/09/2023 00:00,727.51,01/10/2021 11:48,28/09/2023 23:58,727.51,10/03/2022,10/03/2023,1,0.002,3.063,2.935,2.666,3067.53,8004.68,172.84,0,281.07,,-0.747,-19.61,1.24,32.07,34.29,28.47,33.05,29.53,64.75,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,354,3.096,0.041,3.111,2.967,0.037,2.98,2.694,0.037,2.703,TRUE,13/12/2022 00:00,2.212,-6.42,-2.6,-8.37,17.2,18.07,16.36,35.29,77.41,0.64,0,2.11,,1,1,1,,1,
EOH2531,TRUE,,25/05/2021 16:32,29/12/2022 16:24,582.99,25/05/2021 16:34,29/12/2022 16:22,582.99,26/05/2021,26/05/2022,2,0.001,1.773,1.754,1.664,5506.35,9029.7,131.93,0,282.3,,-1.467,-45.27,1.83,39.66,40.85,36.45,40.82,37.72,53.01,FALSE,0,cleaned,0.999,0.999,0.999,,0.999,,138,1.733,0.031,1.732,1.713,0.033,1.713,1.622,0.034,1.623,TRUE,13/12/2022 00:00,1.049,-5.52,-2.97,-7.94,20.78,20.93,20.63,61.71,62.04,2.7,0,2.21,,1,1,1,,1,
EOH2537,TRUE,,19/05/2021 10:24,22/09/2023 10:28,856,19/05/2021 10:26,22/09/2023 10:26,856,23/05/2021,23/05/2022,2,0.001,2.923,2.59,2.59,2119.03,5121.22,277.56,89.36,0,,0.023,0.79,0.99,33.87,37.54,30.17,34.78,31.3,64.66,FALSE,0,cleaned,0.999,0.999,0.999,0.999,0.999,,485,3.222,0.208,3.27,2.949,0.227,2.996,2.949,0.227,2.996,TRUE,17/01/2023 00:00,2.495,-4.13,-0.41,-7.27,11.67,13.95,10.57,28.94,64.63,0,7.56,0,,1,1,1,1,1,
EOH2540,FALSE,Less than 1yr data available,31/08/2021 09:40,11/02/2022 16:06,164.27,31/08/2021 09:42,11/02/2022 16:04,164.27,,,,,,,,,,,,,,,,,,,,,,,,,sensor swaps not checked,,,,,,,,,,,,,,,,,TRUE,04/01/2022 00:00,2.156,-0.99,0.59,-3.3,21.94,23.28,20.33,40.21,86.68,0,0,0.02,,1,1,,,1,
EOH2541,TRUE,,17/09/2021 09:22,28/09/2023 23:58,741.61,17/09/2021 09:26,28/09/2023 23:56,741.6,20/09/2021,20/09/2022,3.1,0.008,3.068,3.068,2.832,2071.67,5867.73,0,0,159.31,8420.88,0.108,3.66,0.96,33.64,33.64,28.87,34.71,30.65,57.05,FALSE,0,cleaned,0.998,0.998,,,0.998,0.893,367,3.101,0.018,3.109,3.101,0.018,3.109,2.86,0.015,2.864,FALSE,13/12/2022 00:00,0.061,-5.52,-2.97,-7.94,18.37,20.33,16.98,3.29,0.2,0,0,1.37,143.96,1,1,,,1,1
EOH2544,TRUE,,28/09/2021 15:50,28/09/2023 23:58,730.34,28/09/2021 15:52,28/09/2023 23:56,730.34,08/10/2021,08/10/2022,1,0,2.98,2.98,2.894,7797.03,22563.07,0,0,225.45,,-1.23,-29.22,1.41,44.66,46.57,40.36,47.29,42.37,71.61,TRUE,0.00039,cleaned,0.999,0.999,,,0.999,,362,2.973,0.016,2.971,2.973,0.016,2.971,2.886,0.015,2.884,TRUE,13/12/2022 00:00,2.165,-6.42,-2.6,-8.37,,,,101.64,220.07,0,0,1.78,,1,1,,,1,
EOH2546,TRUE,,21/07/2021 12:50,28/09/2023 23:58,799.46,21/07/2021 12:50,28/09/2023 23:56,799.46,28/09/2022,28/09/2023,3.3,0.529,3.342,3.342,2.885,921.64,2658.6,0,0,126.1,6386.38,0.292,9.57,0.91,29.99,29.99,27.93,32.06,30.05,54.09,FALSE,0,cleaned,0.822,0.822,,,0.822,0.793,134,3.364,0.086,3.311,3.364,0.086,3.311,2.908,0.085,2.851,FALSE,13/12/2022 00:00,0.037,-5.52,-2.97,-7.94,14.56,16.53,13.51,3.56,0.13,0,0,1.52,108.54,1,1,,,1,1
EOH2549,TRUE,,10/08/2021 13:34,29/09/2023 00:00,779.43,10/08/2021 13:36,28/09/2023 23:58,779.43,24/06/2022,24/06/2023,2,0.005,3.528,3.48,3.383,4032.69,13566.24,75.51,0,112.12,,-0.282,-7.4,1.08,40.89,42.39,34.25,42.97,35.9,63.83,FALSE,0,cleaned,0.995,0.994,0.994,,0.995,,383,3.38,0.135,3.346,3.327,0.138,3.284,3.223,0.142,3.18,TRUE,13/12/2022 00:00,2.826,-1.35,1.62,-4.46,8.15,15.72,5.53,21.41,60.26,0.25,0,0.72,,1,1,0.986,,1,
EOH2561,TRUE,,23/03/2021 13:06,29/09/2023 00:00,919.45,23/03/2021 13:06,28/09/2023 23:58,919.45,02/04/2021,02/04/2022,0,0,2.389,2.349,2.233,4064.46,8962.06,112.02,0,201.13,,-1.181,-33.08,1.49,34.91,35.52,31.23,34.98,31.49,55.96,FALSE,0,cleaned,1,1,1,,1,,326,2.381,0.023,2.385,2.338,0.022,2.344,2.217,0.024,2.225,TRUE,16/01/2023 00:00,1.976,-2.4,0.27,-5.71,15.83,16.18,15.25,24.87,45.51,3.65,0,1.28,,1,1,1,,1,
EOH2564,TRUE,,22/09/2021 16:02,28/09/2023 23:58,736.33,23/09/2021 00:00,28/09/2023 23:56,736,08/10/2021,08/10/2022,3,0.253,3.015,3.015,2.854,3506.58,10006.87,0,0,188.03,,-0.635,-17.39,1.21,42.09,43.18,39.59,42.38,40.11,71.14,TRUE,0.00038,cleaned,0.89,0.89,,,0.89,,216,2.891,0.082,2.875,2.891,0.082,2.875,2.788,0.049,2.779,TRUE,13/12/2022 00:00,1.992,-6.42,-2.6,-8.37,20.15,21.65,18.87,41.31,82.3,0,0,0.85,,1,1,,,1,
EOH2568,TRUE,,23/09/2021 10:06,29/09/2023 00:00,735.58,23/09/2021 10:08,28/09/2023 23:58,735.58,01/06/2022,01/06/2023,1,0,3.334,3.334,3.257,4805.35,15653.2,0,0,110.86,,-0.586,-14.94,1.18,33.8,38.74,30.97,36.86,33.69,73.59,TRUE,0.00017,cleaned,0.999,0.999,,,0.999,,364,3.161,0.202,3.242,3.161,0.202,3.242,3.102,0.182,3.176,TRUE,13/12/2022 00:00,2.582,-7.27,-2.1,-9.8,18.52,19.77,17.7,51.42,132.8,0,0,0.7,,1,1,,,1,
EOH2571,FALSE,Less than 1yr usable data,26/11/2020 13:32,29/09/2023 00:00,1036.44,20/04/2021 00:00,28/09/2023 23:58,892,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,TRUE,13/12/2022 00:00,2.1,-6.42,-2.6,-8.37,18.05,21.37,15.87,36.57,76.81,0,0,0,,0.989,0.989,,,0.989,
EOH2577,TRUE,,07/07/2021 12:36,29/09/2023 00:00,813.48,07/07/2021 12:36,28/09/2023 23:58,813.47,17/11/2021,17/11/2022,1,0.004,2.859,2.859,2.786,7461.28,20788.83,0,0,189.66,,-1.061,-27.07,1.37,38.3,40.97,35.85,40.07,37.56,60.56,FALSE,0,cleaned,0.999,0.985,0.999,,0.999,,415,2.819,0.023,2.825,2.819,0.023,2.825,2.749,0.021,2.756,TRUE,13/12/2022 00:00,1.82,-6.42,-2.6,-8.37,16.54,17.22,15.83,107.18,195.09,0,0,1.26,,0.886,0.886,0.886,,0.886,
EOH2578,TRUE,,04/12/2020 16:26,10/08/2023 15:14,978.95,04/12/2020 16:26,10/08/2023 15:12,978.95,21/03/2021,21/03/2022,2,0,3.109,3.069,3.069,5129.03,15640.29,98.89,0,0,,-0.811,-20.68,1.26,42.56,43,40.05,41.84,39.44,70.68,TRUE,0.00126,cleaned,0.999,0.999,0.999,,0.999,,379,2.986,0.149,3.07,2.943,0.145,3.018,2.943,0.145,3.018,TRUE,11/02/2021 00:00,2.208,-5.42,-0.8,-10.1,19.07,21,16.62,55.35,122.1,0.1,0,0,,1,1,1,,1,
EOH2584,TRUE,,08/01/2021 15:16,29/09/2023 00:00,993.36,08/01/2021 15:18,28/09/2023 23:58,993.36,13/01/2021,13/01/2022,0,0,2.77,2.656,2.398,1662.38,3888.4,97.19,0,161.66,,-0.81,-22.61,1.29,38.2,40.27,35.24,40.41,37.26,57.82,FALSE,0,cleaned,1,1,1,,1,,238,2.707,0.03,2.707,2.58,0.032,2.579,2.329,0.029,2.328,TRUE,11/02/2021 00:00,2.066,-7.07,-0.4,-11.9,18.36,21.06,15.31,14.85,30.67,0,0,1.2,,1,1,1,,1,
EOH2586,TRUE,,12/03/2021 10:16,28/09/2023 23:58,930.57,12/03/2021 10:16,28/09/2023 23:56,930.57,24/07/2021,24/07/2022,1,0.003,3.549,3.48,3.298,5544.84,18147.81,141.04,0,289.86,,0.029,0.82,0.99,41.52,43.23,37.42,42.92,38.82,62.54,FALSE,0,cleaned,0.997,0.997,0.997,,0.997,,530,3.544,0.018,3.547,3.279,0.209,3.348,3.119,0.187,3.182,TRUE,15/12/2022 00:00,2.468,-4.15,-1.65,-7.51,16.32,17.9,14.91,38.82,95.72,0.08,0,1.78,,1,1,1,,1,
EOH2595,TRUE,,30/09/2021 09:06,29/09/2023 00:00,728.62,30/09/2021 09:08,28/09/2023 23:58,728.62,03/06/2022,03/06/2023,2,0.1,3.008,2.984,2.97,9144.73,27044.18,112.78,0,42.54,,-0.652,-17.8,1.22,45.82,46.34,41.35,45.04,39.89,62.04,FALSE,0,cleaned,0.932,0.932,0.932,,0.932,,250,3.055,0.066,3.015,3.029,0.065,2.99,3.014,0.063,2.976,TRUE,08/03/2023 00:00,2.441,-1.35,3.49,-6.72,18.08,19.37,15.9,64.75,158.03,0,0,0.23,,1,1,1,,1,
EOH2602,TRUE,,28/07/2021 14:14,19/09/2023 10:44,782.85,28/07/2021 14:16,19/09/2023 10:42,782.85,20/08/2021,20/08/2022,3.3,1.137,2.131,2.131,1.773,1047.91,1858.09,0,0,175.87,5819.48,-0.869,-28.98,1.41,42.8,42.8,38.12,42.03,37.58,69.79,TRUE,0.00033,cleaned,0.974,0.974,,,0.974,0.952,33,2.131,0,2.131,2.131,0,2.131,1.773,0,1.773,FALSE,13/12/2022 00:00,0.002,-5.52,-2.97,-7.94,14.35,15.23,13.61,3.33,0.01,0,0,1.51,46.66,1,1,,,1,1
EOH2609,TRUE,,09/06/2021 11:02,29/09/2023 00:00,841.54,09/06/2021 11:04,28/09/2023 23:58,841.54,03/08/2022,03/08/2023,1,0.001,3.45,3.375,3.242,5272.08,16939.08,155.56,0,206.35,,0.19,5.82,0.94,41.79,43.45,37.48,42.72,38.44,61.35,FALSE,0,cleaned,0.998,0.998,0.998,,0.998,,474,3.489,0.032,3.484,3.372,0.01,3.374,3.223,0.021,3.232,TRUE,13/12/2022 00:00,2.266,-6.42,-2.6,-8.37,16.81,19.29,12.04,61.52,139.44,0,0,1.24,,1,1,1,,1,
EOH2612,TRUE,,16/11/2021 13:24,01/09/2023 11:46,653.93,16/11/2021 13:24,01/09/2023 11:44,653.93,03/08/2022,03/08/2023,1,0,2.465,2.465,2.43,2696.17,6552.34,0,0,37.52,,-0.795,-24.4,1.32,44.19,44.89,42.04,44.84,42.62,57.61,FALSE,0,cleaned,0.999,0.999,,,0.999,,288,2.452,0.015,2.459,2.452,0.015,2.459,2.422,0.011,2.426,TRUE,13/12/2022 00:00,2.09,-5.52,-2.97,-7.94,16.4,18.79,14.88,16.49,34.47,0,0,0.21,,1,1,,,1,
EOH2613,TRUE,,22/12/2020 13:48,28/09/2023 23:58,1010.42,22/12/2020 13:50,28/09/2023 23:56,1010.42,29/04/2021,29/04/2022,0,0,3.183,3.183,2.977,2075.24,6177.97,0,0,134.52,,,,,34.46,41.16,33.24,39.34,37.36,68.1,TRUE,0.00143,cleaned,1,1,,,1,,542,3.169,0.05,3.183,3.169,0.05,3.183,2.971,0.032,2.975,TRUE,13/12/2022 00:00,2.465,-6.42,-2.6,-8.37,18.81,21.87,17,15,36.97,0,0,0.42,,1,1,,,1,
EOH2619,TRUE,,22/04/2021 17:56,28/09/2023 23:58,889.25,23/04/2021 00:00,28/09/2023 23:56,889,05/05/2021,05/05/2022,1,0,3.282,3.282,3.139,3853.7,12096.17,0,0,168.45,0,-0.638,-16.27,1.19,41.75,41.75,37.17,40.54,36.31,77.75,TRUE,0.0159,cleaned,0.999,0.999,,,0.999,0.999,521,3.159,0.06,3.152,3.159,0.06,3.152,3.031,0.048,3.018,FALSE,13/12/2022 00:00,2.298,-1.35,1.62,-4.46,15.62,17.75,13.12,25.08,57.64,0,0,0.31,0,1,1,,,1,1
EOH2622,FALSE,Less than 1yr data available,29/11/2022 12:46,29/06/2023 08:58,211.84,29/11/2022 12:46,29/06/2023 08:56,211.84,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,FALSE,13/12/2022 00:00,0.005,-5.52,-2.97,-7.94,16.84,18.75,14.26,1.73,0.01,0,0,1.47,132.89,1,1,,,1,1
EOH2625,TRUE,,24/08/2021 14:46,01/02/2023 08:48,525.75,20/09/2021 00:00,01/02/2023 08:46,499.37,18/10/2021,18/10/2022,2,0.003,3.753,3.731,3.531,6387.48,22507.91,48.16,0,341.56,,,,,43.47,43.84,38.23,43.88,38.31,60.04,FALSE,0,cleaned,0.997,0.997,0.997,,0.997,,134,3.803,0.044,3.811,3.783,0.045,3.793,3.572,0.035,3.576,FALSE,13/12/2022 00:00,3.851,-6.42,-2.6,-8.37,,,,33.47,128.89,0,0,1.48,,1,1,1,,1,
EOH2630,TRUE,,15/07/2021 17:52,29/09/2023 00:00,805.26,15/07/2021 18:06,28/09/2023 23:58,805.24,03/06/2022,03/06/2023,2,0.058,3.88,3.844,3.359,4636.55,15521.61,51.12,0,585.43,,-0.09,-2.26,1.02,33.24,35.41,31.23,34.39,32.07,55.76,FALSE,0,cleaned,0.97,0.97,0.97,,0.97,,392,3.837,0.043,3.847,3.799,0.043,3.805,3.343,0.018,3.345,TRUE,13/12/2022 00:00,2.803,-6.42,-2.6,-8.37,18.64,18.85,18.16,48.11,134.83,0,0,4.04,,1,1,1,,1,
EOH2634,TRUE,,13/07/2021 17:14,28/09/2023 23:58,807.28,13/07/2021 17:16,28/09/2023 23:56,807.28,26/06/2022,26/06/2023,2,0.002,2.981,2.978,2.783,6026.59,16766.17,7.81,0,393.7,,-0.499,-14.35,1.17,36.67,38.45,33.53,37.09,34.13,64.08,TRUE,0.00006,cleaned,0.998,0.998,0.998,,0.998,,138,2.979,0.003,2.979,2.976,0.002,2.977,2.783,0.003,2.783,TRUE,13/12/2022 00:00,2.043,-6.42,-2.6,-8.37,18.79,20.87,16.53,84.87,173.41,0,0,3.96,,1,1,1,,1,
EOH2637,TRUE,,30/04/2021 18:18,08/09/2023 22:06,861.16,30/04/2021 18:20,08/09/2023 22:04,861.16,27/05/2021,27/05/2022,3.1,0.017,3.077,3.077,2.724,1252.96,3412.68,0,0,143.93,5047.1,,,,37.86,37.86,33.49,37.84,34.35,59.79,FALSE,0,cleaned,0.999,0.999,,,0.999,0.923,381,3.011,0.045,2.994,3.011,0.045,2.994,2.716,0.02,2.718,FALSE,13/12/2022 00:00,0.99,-5.52,-2.97,-7.94,,,,4.21,4.17,0,0,1.49,68.89,1,1,,,1,1
EOH2640,FALSE,Less than 1yr data available,23/04/2021 13:40,29/12/2021 23:32,250.41,23/04/2021 13:44,29/12/2021 23:30,250.41,,,,,,,,,,,,,,,,,,,,,,,,,cleaned,,,,,,,,,,,,,,,,,FALSE,28/11/2021 00:00,0.05,-0.72,1.5,-3,19.87,21.88,18.73,3.2,0.16,0,0,1.38,84.02,1,1,,,1,1
